Sales,Discount,Quantity,Shipping_Cost,Category,Market,Segment,Ship_Mode,Region,Month_Num,Quarter,Profit_Margin,Profit,Scenario
89,0.6,4,6.75,Office Supplies,EMEA,Consumer,First Class,Central Asia,11,4,-22.030005527557346,-19.61,normal
513,0.0,2,36.14,Office Supplies,Africa,Consumer,Standard Class,North,12,4,18.42662217865667,94.53,normal
1346,0.0,3,0.0,Office Supplies,EU,Home Office,Standard Class,East,11,4,18.471733643193076,248.63,normal
563,0.2,1,14.54,Technology,Africa,Corporate,Standard Class,Africa,8,3,5.4855131988352825,30.88,normal
73,0.002,2,61.34,Office Supplies,EU,Home Office,Same Day,Central,12,4,12.675986718969423,9.25,normal
167,0.2,3,35.37,Office Supplies,LATAM,Consumer,Second Class,South,7,3,5.867807466992287,9.8,normal
679,0.6,2,0.0,Office Supplies,EMEA,Consumer,First Class,Africa,8,3,-17.449352692255186,-118.48,normal
139,0.5,4,39.22,Technology,EU,Consumer,Standard Class,Central Asia,8,3,-15.493990045537185,-21.54,normal
351,0.0,2,67.32,Office Supplies,EU,Corporate,Standard Class,East,7,3,11.38825905310086,39.97,normal
458,0.0,6,0.0,Office Supplies,EU,Consumer,Standard Class,South,11,4,15.675770045950799,71.8,normal
117,0.2,3,92.79,Office Supplies,EMEA,Home Office,Standard Class,South,8,3,4.888081900286676,5.72,normal
235,0.0,3,7.11,Office Supplies,EMEA,Home Office,Standard Class,Central,6,2,14.102792744309836,33.14,normal
18,0.6,3,50.76,Furniture,LATAM,Home Office,Second Class,Central Asia,5,2,-21.962118540052952,-3.95,normal
108,0.5,4,94.97,Furniture,LATAM,Corporate,Standard Class,East,1,1,-20.130409820512146,-21.74,normal
201,0.0,5,0.0,Office Supplies,EU,Corporate,Same Day,Southeast Asia,9,3,8.655919202778794,17.4,normal
90,0.0,2,0.0,Office Supplies,EU,Corporate,Standard Class,EMEA,5,2,13.728296783002211,12.36,normal
909,0.4,2,9.84,Technology,LATAM,Consumer,Same Day,North,3,1,-5.810303560460697,-52.82,normal
78,0.0,3,0.0,Office Supplies,US,Corporate,Standard Class,North,9,3,14.172480120310631,11.05,normal
173,0.6,1,125.78,Office Supplies,EU,Consumer,Standard Class,South,10,4,-24.475809790978456,-42.34,normal
273,0.0,2,0.0,Office Supplies,LATAM,Consumer,Standard Class,North,10,4,9.553053072363547,26.08,normal
780,0.1,2,0.0,Furniture,APAC,Consumer,Standard Class,Central,8,3,4.457733586896307,34.77,normal
78,0.0,5,38.09,Office Supplies,LATAM,Consumer,Standard Class,Central,12,4,17.692967314949232,13.8,normal
625,0.2,4,0.0,Office Supplies,Africa,Consumer,Standard Class,North Asia,12,4,6.768592318241047,42.3,normal
248,0.0,4,3.7,Technology,LATAM,Consumer,Standard Class,West,11,4,21.563140152415365,53.48,normal
112,0.2,5,44.56,Office Supplies,APAC,Corporate,Second Class,EMEA,9,3,0.5522713945543409,0.62,normal
356,0.0,3,7.3,Office Supplies,EU,Consumer,Second Class,North,6,2,11.538881029108907,41.08,normal
289,0.1,4,21.03,Furniture,LATAM,Consumer,First Class,EMEA,12,4,7.489903844939686,21.65,normal
152,0.7,3,0.0,Office Supplies,APAC,Consumer,Standard Class,West,5,2,-25.094699965206225,-38.14,normal
260,0.0,4,0.0,Technology,LATAM,Corporate,Second Class,Southeast Asia,4,2,19.20050881560149,49.92,normal
181,0.0,2,44.8,Office Supplies,EU,Corporate,Standard Class,Southeast Asia,7,3,8.95781017728671,16.21,normal
269,0.0,1,126.93,Office Supplies,EU,Corporate,Standard Class,West,2,1,12.3993462453496,33.35,normal
418,0.2,3,27.43,Office Supplies,LATAM,Corporate,Standard Class,Central,12,4,2.9109336291420647,12.17,normal
876,0.2,7,39.28,Office Supplies,EU,Consumer,Standard Class,South,9,3,4.461654583891281,39.08,normal
91,0.0,6,66.07,Office Supplies,Africa,Corporate,Standard Class,North,9,3,17.301922087807462,15.74,normal
1358,0.0,6,0.0,Furniture,LATAM,Consumer,Standard Class,South,9,3,12.43276056684612,168.84,normal
51,0.0,6,123.92,Office Supplies,LATAM,Consumer,Standard Class,West,8,3,15.992351419614709,8.16,normal
218,0.2,4,37.97,Office Supplies,LATAM,Corporate,Second Class,South,1,1,3.2545963750833127,7.1,normal
394,0.0,4,119.88,Office Supplies,EU,Consumer,Second Class,Central,9,3,17.05685812265545,67.2,normal
308,0.25,2,0.0,Technology,US,Corporate,Same Day,EMEA,10,4,3.9385969544727333,12.13,normal
149,0.0,3,130.54,Office Supplies,APAC,Corporate,Second Class,Caribbean,7,3,15.197212980141861,22.64,normal
208,0.1,5,70.79,Office Supplies,US,Consumer,Standard Class,South,11,4,8.194893602587857,17.05,normal
166,0.0,6,58.06,Office Supplies,APAC,Consumer,First Class,Africa,5,2,15.243874275127443,25.3,normal
153,0.0,3,39.78,Office Supplies,EU,Consumer,First Class,EMEA,5,2,16.453774136517826,25.17,normal
486,0.1,2,12.14,Office Supplies,US,Home Office,Standard Class,Central,4,2,9.802426166694184,47.64,normal
327,0.1,3,95.16,Furniture,LATAM,Corporate,Standard Class,North,6,2,7.142479255035761,23.36,normal
141,0.07,5,34.42,Office Supplies,EU,Consumer,Same Day,West,11,4,14.828165584053558,20.91,normal
506,0.0,1,0.0,Office Supplies,APAC,Consumer,Standard Class,North,11,4,15.795491768239762,79.93,normal
315,0.0,1,0.0,Office Supplies,US,Corporate,First Class,East,6,2,13.053004438580526,41.12,normal
472,0.1,2,15.73,Furniture,APAC,Home Office,Standard Class,South,9,3,8.650820357982507,40.83,normal
407,0.2,1,44.14,Office Supplies,EMEA,Consumer,Standard Class,Central,10,4,-1.0985950130067526,-4.47,normal
126,0.0,2,23.13,Office Supplies,APAC,Consumer,Standard Class,Central Asia,5,2,11.755759857782138,14.81,normal
157,0.0,3,96.22,Office Supplies,EMEA,Home Office,Standard Class,EMEA,4,2,16.007541794160208,25.13,normal
448,0.0,2,0.0,Office Supplies,LATAM,Consumer,First Class,Africa,12,4,16.549190003359737,74.14,normal
401,0.5,7,34.6,Office Supplies,US,Consumer,Same Day,Southeast Asia,9,3,-18.735153670511984,-75.13,normal
242,0.0,4,0.0,Office Supplies,LATAM,Home Office,Standard Class,South,12,4,13.85154755703975,33.52,normal
270,0.0,4,69.9,Office Supplies,Africa,Corporate,Standard Class,West,6,2,13.181748503341025,35.59,normal
685,0.0,5,20.96,Office Supplies,APAC,Consumer,First Class,Central,10,4,13.53997103135521,92.75,normal
153,0.0,1,50.42,Office Supplies,APAC,Consumer,Second Class,South,5,2,17.83079332881884,27.28,normal
381,0.0,6,0.0,Office Supplies,EU,Consumer,Standard Class,Central,5,2,17.119516390641756,65.23,normal
209,0.0,3,99.69,Office Supplies,APAC,Consumer,Standard Class,Southeast Asia,8,3,14.942633460438877,31.23,normal
207,0.0,5,86.06,Technology,APAC,Home Office,Second Class,South,6,2,16.362114218655215,33.87,normal
593,0.4,1,59.81,Furniture,Africa,Consumer,Second Class,West,4,2,-16.048949010660422,-95.17,normal
477,0.0,1,18.95,Furniture,Africa,Corporate,Standard Class,Central Asia,5,2,16.260554816345845,77.56,normal
472,0.0,5,59.6,Furniture,LATAM,Home Office,Standard Class,North,1,1,13.776341700854754,65.02,normal
700,0.5,4,0.0,Office Supplies,Africa,Consumer,Same Day,Africa,10,4,-17.12000731221942,-119.84,normal
250,0.2,1,75.4,Technology,EU,Consumer,Second Class,North,8,3,8.158798492874674,20.4,normal
425,0.0,1,120.89,Office Supplies,LATAM,Corporate,Standard Class,South,3,1,14.789329138276123,62.85,normal
192,0.0,6,87.72,Technology,US,Home Office,Standard Class,North,4,2,17.13867148541297,32.91,normal
319,0.0,1,0.0,Office Supplies,US,Corporate,Second Class,Africa,3,1,16.305634584868805,52.01,normal
222,0.1,7,47.08,Office Supplies,Africa,Consumer,Standard Class,Caribbean,9,3,6.775505250261825,15.04,normal
266,0.402,1,0.0,Technology,LATAM,Corporate,Standard Class,Central Asia,3,1,-7.151269558530331,-19.02,normal
396,0.2,5,59.17,Office Supplies,US,Corporate,Standard Class,East,11,4,3.3643831925986376,13.32,normal
128,0.0,3,52.19,Office Supplies,APAC,Home Office,Standard Class,North Asia,1,1,13.50164642134436,17.28,normal
1314,0.1,5,0.0,Furniture,APAC,Consumer,Second Class,North,5,2,8.007255630802572,105.22,normal
110,0.0,2,0.0,Office Supplies,APAC,Corporate,Standard Class,Oceania,12,4,20.607199511034782,22.67,normal
93,0.0,3,10.15,Office Supplies,Canada,Home Office,Second Class,North Asia,10,4,12.737105602178572,11.85,normal
622,0.0,4,9.14,Furniture,US,Consumer,Standard Class,EMEA,2,1,7.004624111087867,43.57,normal
464,0.002,1,0.0,Technology,US,Consumer,Standard Class,Caribbean,11,4,11.874779497571215,55.1,normal
406,0.0,5,48.66,Office Supplies,EU,Consumer,Standard Class,EMEA,8,3,14.548595575515053,59.07,normal
407,0.1,2,40.78,Office Supplies,LATAM,Consumer,First Class,Africa,11,4,7.010506229621452,28.53,normal
244,0.0,3,15.24,Office Supplies,APAC,Consumer,First Class,West,9,3,15.623581503201242,38.12,normal
120,0.0,1,0.0,Furniture,LATAM,Home Office,Standard Class,Central Asia,10,4,12.397793016078303,14.88,normal
261,0.0,1,86.46,Office Supplies,LATAM,Consumer,Second Class,South,12,4,10.190349460157712,26.6,normal
143,0.0,3,121.23,Office Supplies,US,Consumer,Second Class,West,5,2,9.555348511555781,13.66,normal
537,0.4,9,0.0,Office Supplies,EU,Corporate,Same Day,North,9,3,-8.112200278961714,-43.56,normal
219,0.0,5,0.0,Office Supplies,APAC,Consumer,Standard Class,South,8,3,15.40628650415987,33.74,normal
127,0.1,3,54.52,Furniture,APAC,Consumer,Second Class,Southeast Asia,1,1,4.722546004900346,6.0,normal
190,0.4,3,5.86,Office Supplies,APAC,Corporate,Standard Class,Africa,1,1,-13.971430755396913,-26.55,normal
342,0.47,4,18.39,Office Supplies,LATAM,Home Office,Standard Class,Oceania,3,1,-11.785826211705027,-40.31,normal
157,0.0,5,68.76,Office Supplies,Africa,Corporate,Same Day,South,9,3,18.81569863627183,29.54,normal
127,0.0,1,0.0,Technology,US,Corporate,Standard Class,North,9,3,18.833947320656765,23.92,normal
299,0.0,6,101.91,Furniture,US,Consumer,Standard Class,Africa,9,3,9.457578328304805,28.28,normal
299,0.35,5,30.54,Office Supplies,EU,Home Office,Standard Class,EMEA,1,1,-5.866343503286546,-17.54,normal
164,0.47,5,2.8,Office Supplies,LATAM,Consumer,Second Class,Central,8,3,-17.298342242801056,-28.37,normal
169,0.0,4,21.26,Office Supplies,APAC,Corporate,Second Class,Caribbean,12,4,18.173882141516376,30.71,normal
296,0.6,4,24.22,Technology,EMEA,Consumer,Standard Class,North,7,3,-17.754466996411384,-52.55,normal
77,0.0,5,0.0,Office Supplies,US,Home Office,Same Day,West,9,3,9.695529264740305,7.47,normal
79,0.2,5,112.03,Furniture,APAC,Corporate,Standard Class,EMEA,11,4,-0.9020230813310479,-0.71,normal
138,0.0,3,28.74,Technology,EU,Corporate,Standard Class,EMEA,11,4,19.389904530702694,26.76,normal
207,0.4,2,51.76,Furniture,EU,Consumer,First Class,EMEA,8,3,-12.999142862926567,-26.91,normal
316,0.0,4,80.9,Technology,US,Consumer,Standard Class,EMEA,11,4,17.172312835679477,54.26,normal
802,0.6,7,0.0,Office Supplies,Africa,Corporate,Standard Class,Africa,7,3,-24.673206621141816,-197.88,normal
489,0.4,1,53.5,Office Supplies,EU,Corporate,Standard Class,Africa,12,4,-7.300377038755032,-35.7,normal
216,0.1,1,11.04,Office Supplies,EU,Consumer,First Class,North,5,2,7.054592399942588,15.24,normal
242,0.0,4,74.89,Furniture,APAC,Home Office,Standard Class,Central,5,2,5.530663868984902,13.38,normal
110,0.0,4,0.0,Technology,APAC,Home Office,First Class,North,2,1,16.88622788798882,18.57,normal
242,0.0,4,20.7,Technology,APAC,Consumer,Second Class,Central,11,4,20.94344914671106,50.68,normal
195,0.0,4,0.0,Office Supplies,APAC,Home Office,Standard Class,Central,7,3,13.839211660200158,26.99,normal
319,0.0,3,51.14,Office Supplies,US,Corporate,Second Class,Central Asia,5,2,20.21395495537056,64.48,normal
127,0.47,7,53.31,Technology,US,Consumer,Standard Class,Africa,5,2,-8.913096154354449,-11.32,normal
373,0.0,1,0.0,Office Supplies,APAC,Consumer,Standard Class,Oceania,12,4,16.016274486841098,59.74,normal
840,0.0,2,0.0,Office Supplies,EMEA,Corporate,Second Class,EMEA,11,4,14.614805202247174,122.76,normal
225,0.0,3,20.04,Technology,APAC,Corporate,Same Day,North Asia,9,3,17.79514137670713,40.04,normal
339,0.0,1,0.0,Office Supplies,LATAM,Consumer,Standard Class,Oceania,9,3,14.209729094641489,48.17,normal
428,0.2,3,74.62,Office Supplies,LATAM,Corporate,Standard Class,Southeast Asia,8,3,2.0931918237524205,8.96,normal
178,0.0,7,5.22,Office Supplies,LATAM,Corporate,Standard Class,EMEA,7,3,16.592601486201445,29.53,normal
294,0.17,4,0.0,Office Supplies,LATAM,Corporate,Standard Class,Caribbean,12,4,1.9925063106283023,5.86,normal
248,0.0,4,4.9,Furniture,EU,Consumer,Standard Class,East,3,1,8.772318513827221,21.76,normal
266,0.35,1,0.0,Office Supplies,LATAM,Home Office,Standard Class,East,7,3,-9.369585152626133,-24.92,normal
132,0.7,2,0.0,Office Supplies,Africa,Consumer,Second Class,Central,6,2,-20.863036356968536,-27.54,normal
251,0.0,3,0.0,Office Supplies,APAC,Consumer,Standard Class,South,8,3,16.59102870501174,41.64,normal
367,0.47,3,32.64,Technology,APAC,Consumer,Standard Class,South,8,3,-9.286523394959564,-34.08,normal
787,0.0,6,102.5,Office Supplies,APAC,Consumer,First Class,South,8,3,11.827455989119706,93.08,normal
531,0.6,5,44.32,Office Supplies,US,Home Office,First Class,East,3,1,-19.129973097975515,-101.58,normal
1380,0.0,1,0.0,Office Supplies,APAC,Consumer,Standard Class,Central,8,3,14.650285960640014,202.17,normal
133,0.7,4,52.5,Office Supplies,EMEA,Corporate,Standard Class,Central,5,2,-26.357493176604752,-35.06,normal
495,0.7,5,0.07,Office Supplies,EU,Consumer,Second Class,South,4,2,-29.92986094759067,-148.15,normal
285,0.6,6,0.0,Furniture,EU,Consumer,Standard Class,Central,2,1,-23.51919342774727,-67.03,normal
1421,0.4,7,0.0,Furniture,EU,Home Office,Standard Class,South,11,4,-13.27150061461945,-188.59,normal
129,0.0,1,0.0,Office Supplies,APAC,Corporate,Second Class,Southeast Asia,7,3,12.703166528909437,16.39,normal
125,0.0,2,4.03,Office Supplies,APAC,Consumer,Standard Class,Africa,9,3,17.202319007421746,21.5,normal
152,0.0,1,35.43,Furniture,LATAM,Consumer,Standard Class,Central,10,4,7.3868765744099925,11.23,normal
45,0.0,3,20.84,Office Supplies,EU,Consumer,Standard Class,EMEA,10,4,16.69432879294245,7.51,normal
161,0.1,5,2.54,Furniture,APAC,Consumer,Standard Class,EMEA,8,3,8.05345840065899,12.97,normal
134,0.0,6,0.0,Office Supplies,APAC,Corporate,Standard Class,Central,6,2,12.361068973346278,16.56,normal
278,0.45,3,61.23,Furniture,Africa,Corporate,Same Day,Oceania,6,2,-17.460985383397404,-48.54,normal
324,0.2,3,0.0,Technology,APAC,Consumer,Standard Class,West,9,3,5.330922956200793,17.27,normal
1105,0.6,4,70.84,Furniture,US,Home Office,Standard Class,West,8,3,-23.153891368613337,-255.85,normal
527,0.0,2,0.0,Technology,US,Corporate,Standard Class,West,11,4,17.541435024557323,92.44,normal
155,0.7,8,0.0,Office Supplies,LATAM,Consumer,First Class,Central,11,4,-25.69931261942436,-39.83,normal
120,0.17,1,0.0,Furniture,APAC,Consumer,Standard Class,Central Asia,4,2,7.088938957612196,8.51,normal
365,0.0,4,0.0,Office Supplies,APAC,Corporate,Standard Class,Southeast Asia,3,1,13.476849692550859,49.19,normal
85,0.2,8,82.26,Office Supplies,US,Corporate,First Class,North Asia,9,3,-2.1455399121102614,-1.82,normal
1066,0.4,3,55.92,Technology,US,Consumer,Standard Class,Central,6,2,-3.5222292509080404,-37.55,normal
633,0.0,3,82.44,Technology,US,Consumer,Standard Class,Central Asia,1,1,23.04994372778259,145.91,normal
169,0.0,3,56.29,Furniture,Africa,Consumer,Standard Class,Southeast Asia,12,4,13.178305089153373,22.27,normal
62,0.0,3,0.0,Office Supplies,US,Corporate,Standard Class,East,5,2,11.736753973938995,7.28,normal
728,0.0,7,7.42,Technology,APAC,Corporate,Standard Class,Central,12,4,17.628322910294397,128.33,normal
224,0.0,1,0.0,Technology,LATAM,Consumer,Second Class,West,10,4,14.644429547365103,32.8,normal
663,0.0,7,102.61,Office Supplies,EMEA,Corporate,Standard Class,Caribbean,11,4,16.928566481888843,112.24,normal
68,0.0,1,0.0,Office Supplies,APAC,Home Office,Standard Class,Oceania,4,2,10.946128791904696,7.44,normal
152,0.0,3,77.58,Office Supplies,APAC,Home Office,Standard Class,Africa,5,2,14.0996136395154,21.43,normal
247,0.27,2,77.54,Office Supplies,US,Consumer,Standard Class,Central Asia,8,3,-4.213013478881722,-10.41,normal
255,0.0,5,131.21,Furniture,LATAM,Consumer,Standard Class,EMEA,4,2,12.380474055404886,31.57,normal
171,0.3,1,2.9,Technology,Africa,Corporate,First Class,Africa,6,2,-1.099025031413273,-1.88,normal
405,0.0,5,67.19,Technology,US,Consumer,Standard Class,North,6,2,18.530286309750792,75.05,normal
104,0.0,8,157.11,Furniture,APAC,Home Office,Second Class,Central Asia,4,2,12.067051664899097,12.55,normal
219,0.0,1,0.0,Office Supplies,Africa,Consumer,Standard Class,Central,4,2,12.040022916827668,26.37,normal
271,0.0,4,0.0,Technology,LATAM,Consumer,Standard Class,North,11,4,19.880631190587067,53.88,normal
372,0.0,2,0.0,Office Supplies,LATAM,Consumer,Standard Class,Oceania,4,2,14.853703044470654,55.26,normal
435,0.2,4,67.21,Furniture,LATAM,Consumer,Standard Class,Southeast Asia,1,1,-2.9655870235977013,-12.9,normal
100,0.0,4,0.0,Office Supplies,APAC,Corporate,Standard Class,Africa,9,3,21.722779668617378,21.72,normal
72,0.2,2,5.04,Furniture,EU,Consumer,Standard Class,North Asia,12,4,1.4292905001513745,1.03,normal
685,0.2,5,51.43,Office Supplies,APAC,Consumer,Second Class,Central Asia,6,2,2.5402183398020837,17.4,normal
321,0.0,8,36.99,Office Supplies,LATAM,Consumer,Standard Class,Central,3,1,19.24561358010547,61.78,normal
135,0.0,3,50.75,Technology,LATAM,Consumer,Standard Class,EMEA,9,3,23.525446828159822,31.76,normal
852,0.4,5,39.11,Office Supplies,US,Consumer,Standard Class,Central,12,4,-9.436048266941656,-80.4,normal
270,0.0,1,99.65,Office Supplies,US,Corporate,Standard Class,South,11,4,16.042192459304285,43.31,normal
633,0.0,1,0.0,Office Supplies,APAC,Corporate,Standard Class,North,9,3,12.035991545991177,76.19,normal
260,0.402,5,0.0,Technology,LATAM,Corporate,Standard Class,North Asia,6,2,-6.561578252304035,-17.06,normal
1281,0.0,7,0.0,Office Supplies,LATAM,Home Office,Standard Class,East,8,3,14.402812338720391,184.5,normal
1003,0.1,4,73.94,Office Supplies,APAC,Home Office,Second Class,Central,2,1,9.554481100864962,95.83,normal
201,0.8,3,77.97,Office Supplies,US,Home Office,First Class,Central,10,4,-32.00171856408897,-64.32,normal
536,0.0,3,52.23,Office Supplies,US,Consumer,Standard Class,Africa,10,4,16.679485346484178,89.4,normal
413,0.0,1,94.19,Office Supplies,APAC,Consumer,Standard Class,North,12,4,15.712927968899876,64.89,normal
736,0.0,5,0.0,Office Supplies,LATAM,Consumer,First Class,South,5,2,11.367772120112505,83.67,normal
113,0.0,5,121.9,Office Supplies,APAC,Home Office,Standard Class,North Asia,1,1,12.184598682776745,13.77,normal
426,0.0,2,113.65,Office Supplies,US,Home Office,Standard Class,Central Asia,8,3,13.360777141608981,56.92,normal
574,0.1,2,68.52,Office Supplies,APAC,Home Office,Standard Class,EMEA,10,4,8.153278224230313,46.8,normal
60,0.0,4,128.47,Furniture,Africa,Consumer,Standard Class,North Asia,11,4,15.15232287141634,9.09,normal
95,0.0,2,0.0,Office Supplies,US,Home Office,Standard Class,EMEA,4,2,11.51118303944126,10.94,normal
48,0.37,3,0.0,Office Supplies,LATAM,Consumer,Standard Class,West,5,2,-8.272245144512098,-3.97,normal
198,0.6,8,0.0,Technology,EU,Consumer,Standard Class,North,8,3,-15.14097150535785,-29.98,normal
437,0.2,3,67.71,Office Supplies,Africa,Consumer,Standard Class,Central,6,2,2.1003675765101635,9.18,normal
819,0.0,3,0.0,Technology,EU,Consumer,Second Class,Central Asia,11,4,19.38124694952847,158.73,normal
261,0.2,2,69.78,Office Supplies,APAC,Corporate,Standard Class,North,8,3,2.5813738712162895,6.74,normal
907,0.0,5,104.9,Office Supplies,LATAM,Consumer,Standard Class,West,11,4,15.770349771974168,143.04,normal
81,0.0,3,66.21,Office Supplies,EMEA,Consumer,Standard Class,EMEA,9,3,14.314582368571378,11.59,normal
63,0.0,2,42.63,Technology,US,Corporate,Second Class,Central,11,4,20.00119641818506,12.6,normal
235,0.5,6,0.0,Technology,US,Home Office,Second Class,Central,6,2,-16.635169222219304,-39.09,normal
335,0.0,7,0.0,Office Supplies,EMEA,Corporate,Second Class,North,11,4,13.910063974834365,46.6,normal
240,0.0,2,97.97,Office Supplies,EMEA,Consumer,Standard Class,Oceania,5,2,15.889718030082925,38.14,normal
47,0.0,1,71.03,Furniture,Africa,Home Office,Second Class,South,8,3,13.60108574401858,6.39,normal
229,0.0,6,24.14,Office Supplies,APAC,Home Office,Second Class,West,5,2,19.478857868261482,44.61,normal
